1010.000000,186.000000,1078.000000,269.000000
1015.637756,181.991867,1084.867554,266.489014
1020.771362,177.994431,1091.596436,264.428711
1024.468384,173.879013,1097.088379,262.512634
1026.812012,169.984970,1101.207886,260.783630
1027.844116,167.098404,1103.430420,259.341339
1027.568848,164.955551,1103.755249,257.932983
1026.066650,163.645126,1102.507446,256.929810
1022.864502,162.307602,1099.550415,255.891602
1018.191406,161.463348,1095.095581,255.313736
1011.513062,161.081207,1088.399658,254.910202
1003.688354,161.223495,1080.156738,254.541870
994.890991,161.698135,1070.966309,254.536713
984.924683,162.531845,1060.792847,255.120209
973.881042,163.004196,1050.442139,256.440369
963.209778,163.538467,1039.332886,256.439941
953.077454,164.069870,1029.093506,256.842102
943.055847,165.872192,1018.658203,258.144745
933.241089,169.100586,1008.224426,260.615692
923.613220,173.224701,998.651001,264.806580
913.711914,177.442764,989.098083,269.446381
914.000000,187.000000,953.000000,235.000000
890.000000,182.000000,972.000000,282.000000
881.340637,183.330261,964.111877,284.268799
873.509705,183.557037,956.740906,285.055206
866.377502,182.478180,950.591125,285.169342
866.000000,184.000000,923.000000,253.000000
861.119202,180.709778,918.817078,250.552002
857.558044,176.236740,915.956482,246.924423
855.129456,170.294174,914.225403,241.821213
853.223022,163.900818,913.354004,236.669830
851.469666,158.237961,912.352478,231.906662
849.830994,152.518005,911.743347,227.435608
854.000000,152.000000,893.000000,200.000000
853.452759,146.107178,891.994263,193.545532
856.000000,130.000000,924.000000,213.000000
854.544556,120.628494,923.634155,204.955032
853.145020,110.077995,923.779053,196.279984
851.993713,100.399155,924.195007,188.521545
851.083862,91.643959,925.064087,181.935120
850.278076,84.825073,926.211670,177.518280
849.773560,79.852783,926.998413,174.126129
848.474976,75.627579,926.476929,170.847427
845.121094,72.040405,924.755981,169.244537
840.976685,68.628395,922.438477,168.070541
835.464966,66.436546,919.184448,168.632034
829.550110,66.916069,914.747131,170.923264
822.572693,68.757393,909.563049,174.954163
815.323975,73.076408,902.945801,180.049759
807.225220,79.477318,895.658203,187.436905
798.903259,86.512001,887.736267,194.956970
790.213562,93.175171,879.207825,201.817581
780.384094,98.587341,869.356506,207.203049
770.252380,103.593895,858.416687,211.219925
759.015259,109.132401,846.201538,215.571640
749.188660,115.603348,835.564758,221.057419
740.448242,120.957909,826.116333,225.549286
732.407898,125.823853,816.599182,228.612198
725.498962,129.366165,809.141663,231.489716
720.351379,132.415726,803.666199,234.137177
717.081421,134.615524,800.521240,236.488708
715.048767,134.575912,799.087952,237.176941
714.218811,133.248764,799.025085,236.779266
714.062256,129.435913,800.002319,234.353653
715.766724,124.562332,802.856079,230.883331
718.215698,119.913956,806.494507,227.681274
721.530884,117.128426,811.247314,226.640289
725.724731,116.267838,816.563599,227.151596
730.514099,116.591209,821.767151,227.980103
735.341003,117.379372,826.929871,229.177017
740.364868,117.872894,831.881104,229.582077
745.109314,116.043228,837.648010,228.997131
750.101074,111.078400,843.800659,225.442856
755.353149,101.705833,850.414307,217.736099
760.806030,90.286026,857.410278,208.196991
767.303528,79.019432,865.190125,198.490326
774.369629,67.911880,874.063965,189.596405
780.230164,57.394539,881.296204,180.752579
783.587769,46.786209,885.300415,170.930283
784.422424,37.343056,886.784119,162.282547
782.662598,28.865360,886.155640,155.177811
778.689453,22.349571,882.921265,149.564163
773.546021,18.103348,878.252563,145.896667
766.813965,18.229340,871.728149,146.275818
760.233398,20.627539,863.977539,147.236511
753.840637,24.171595,856.770569,149.786270
747.188049,28.834311,848.846130,152.893082
716.000000,23.000000,885.000000,230.000000
709.911865,28.556896,875.473267,231.349625
732.000000,38.000000,830.000000,158.000000
723.437622,42.155258,819.819702,160.177811
713.113464,45.013729,807.618958,160.734100
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
